name,specialties,city,experience,fee,photoUrl,rating,about,isAvailableForCallNow
Dr. Waseem Iqbal,"General Physician, Infectious Diseases, Diabetologist, Nutritionist",No Address Available,22.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,98.0,Dr. Dr. Waseem Iqbal is a dedicated professional with a passion for patient care.,True
Dr. Bilal Firdaus Khan,"General Physician",Islamabad,23.0,3500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,97.0,Dr. Dr. Bilal Firdaus Khan is a dedicated professional with a passion for patient care.,True
Dr. Zeeshan Junejo,"General Physician",No Address Available,23.0,1200.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Zeeshan Junejo is a dedicated professional with a passion for patient care.,True
Dr. Abdul Aziz,"General Physician",No Address Available,29.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Abdul Aziz is a dedicated professional with a passion for patient care.,True
Assoc. Prof. Dr. Jaiis Kumar,"Nephrologist",Rawalpindi,10.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,97.0,Dr. Assoc. Prof. Dr. Jaiis Kumar is a dedicated professional with a passion for patient care.,False
Dr. Novara Fatima,"Nephrologist",No Address Available,7.0,700.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Novara Fatima is a dedicated professional with a passion for patient care.,False
Dr. Kishore Kumar,"Nephrologist",No Address Available,10.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,95.0,Dr. Dr. Kishore Kumar is a dedicated professional with a passion for patient care.,False
Dr. Shafqat Hussain Sheikh,"Nephrologist",Islamabad,25.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,87.0,Dr. Dr. Shafqat Hussain Sheikh is a dedicated professional with a passion for patient care.,True
Dr. Moazzam Ayub,"Nephrologist",Islamabad,4.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Moazzam Ayub is a dedicated professional with a passion for patient care.,True
Dr. Muhammad Kashif Khan,"Nephrologist",Islamabad,8.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Muhammad Kashif Khan is a dedicated professional with a passion for patient care.,True
Asst. Prof. Dr. Armughan Ahmed,"Nephrologist",Islamabad,10.0,1200.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Asst. Prof. Dr. Armughan Ahmed is a dedicated professional with a passion for patient care.,True
Prof. Dr. Syed Sohail Tanvir,"Nephrologist",Islamabad,30.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,93.0,Dr. Prof. Dr. Syed Sohail Tanvir is a dedicated professional with a passion for patient care.,True
Dr. Humayun Rashid,"Nephrologist",Islamabad,14.0,2200.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Humayun Rashid is a dedicated professional with a passion for patient care.,True
Prof. Dr. Syed Mohsin Naveed,"Nephrologist, Kidney Transplant Specialist, Medical Specialist",Islamabad,30.0,2500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,88.0,Dr. Prof. Dr. Syed Mohsin Naveed is a dedicated professional with a passion for patient care.,False
Dr. Khawar Sultan,"Nephrologist",Islamabad,13.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Khawar Sultan is a dedicated professional with a passion for patient care.,True
Dr. Muhammad Ramzan,"Nephrologist",Islamabad,20.0,2500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Muhammad Ramzan is a dedicated professional with a passion for patient care.,False
Dr. Imran Sheikh,"Sexologist",Islamabad,16.0,2500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,95.0,Dr. Dr. Imran Sheikh is a dedicated professional with a passion for patient care.,False
Dr. Aftab Ali Malik,"Urologist, Sexologist, Andrologist",Islamabad,35.0,2500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,96.0,Dr. Dr. Aftab Ali Malik is a dedicated professional with a passion for patient care.,False
Prof. Dr. Salman Ahmed Tipu,"Urologist, Sexologist, Andrologist",Islamabad,25.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,95.0,Dr. Prof. Dr. Salman Ahmed Tipu is a dedicated professional with a passion for patient care.,False
Dr. Azimullah Asif Goraya,"Sexologist",Islamabad,44.0,3000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,95.0,Dr. Dr. Azimullah Asif Goraya is a dedicated professional with a passion for patient care.,True
Dr. Muhammad Akram Kumbhar,"Urologist, Sexologist",No Address Available,15.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,96.0,Dr. Dr. Muhammad Akram Kumbhar is a dedicated professional with a passion for patient care.,False
Dr. Ahmed Sajjad,"Urologist, Sexologist, Andrologist",Islamabad,33.0,4000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,97.0,Dr. Dr. Ahmed Sajjad is a dedicated professional with a passion for patient care.,False
Dr. Fayyaz H Ali Bangash,"Urologist, Sexologist, Andrologist",Islamabad,6.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,96.0,Dr. Dr. Fayyaz H Ali Bangash is a dedicated professional with a passion for patient care.,True
Dr. Kashif Bangash,"Urologist, Sexologist, Andrologist",Islamabad,13.0,2200.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,97.0,Dr. Dr. Kashif Bangash is a dedicated professional with a passion for patient care.,True
Dr. Ajmal Osman,"Medical Specialist, Sexologist, Diabetologist",Islamabad,27.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,95.0,Dr. Dr. Ajmal Osman is a dedicated professional with a passion for patient care.,True
Dr. Irfan Ahmed Jamal,"Urologist, Sexologist, Andrologist",Islamabad,14.0,2200.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,92.0,Dr. Dr. Irfan Ahmed Jamal is a dedicated professional with a passion for patient care.,False
Dr. Faisal Rauf,"Endourologist, Sexologist, Andrologist",Islamabad,13.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,99.0,Dr. Dr. Faisal Rauf is a dedicated professional with a passion for patient care.,True
Dr. Ehsan Ul Haque,"Urologist, Sexologist, Andrologist",Islamabad,7.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,98.0,Dr. Dr. Ehsan Ul Haque is a dedicated professional with a passion for patient care.,True
Prof. Dr. R Brigadier Amer Sabih Hydri,"Ent Specialist, Ent Surgeon, Ent Specialist",Rawalpindi,32.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,97.0,Dr. Prof. Dr. R Brigadier Amer Sabih Hydri is a dedicated professional with a passion for patient care.,False
Prof. Dr. Tallat Najeeb,"Ent Surgeon, Ent Specialist",Islamabad,29.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,93.0,Dr. Prof. Dr. Tallat Najeeb is a dedicated professional with a passion for patient care.,False
Dr. Riaz Khan,"Ent Specialist",Islamabad,32.0,800.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Riaz Khan is a dedicated professional with a passion for patient care.,True
Dr. Wajih Ud Din Shinwari,"Ent Surgeon, Ent Specialist",Islamabad,12.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,99.0,Dr. Dr. Wajih Ud Din Shinwari is a dedicated professional with a passion for patient care.,False
Dr. Junaid Shahzad,"Ent Surgeon, Ent Surgeon",Islamabad,12.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,98.0,Dr. Dr. Junaid Shahzad is a dedicated professional with a passion for patient care.,True
Dr. Sanam Saqib,"Ent Specialist",Islamabad,7.0,700.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Sanam Saqib is a dedicated professional with a passion for patient care.,True
Dr. Muhammad Imran Malik,"Ent Specialist",Islamabad,5.0,2500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Muhammad Imran Malik is a dedicated professional with a passion for patient care.,True
Dr. Saif Ullah Khan,"Ent Specialist",Islamabad,18.0,2500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,89.0,Dr. Dr. Saif Ullah Khan is a dedicated professional with a passion for patient care.,False
Prof. Dr. Sayed Nusrat Raza,"Ent Specialist",Rawalpindi,32.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,97.0,Dr. Prof. Dr. Sayed Nusrat Raza is a dedicated professional with a passion for patient care.,True
Dr. Abid Niazi,"Ent Specialist",Islamabad,4.5,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Abid Niazi is a dedicated professional with a passion for patient care.,False
Dr. Yasir Khan,"Ent Specialist",Islamabad,9.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,86.0,Dr. Dr. Yasir Khan is a dedicated professional with a passion for patient care.,False
Assoc. Prof. Dr. Sadaf Raffat,"Ent Specialist",No Address Available,10.0,1200.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,88.0,Dr. Assoc. Prof. Dr. Sadaf Raffat is a dedicated professional with a passion for patient care.,True
Dr. Lt Col R Shahzad Saeed,"Eye Surgeon, Eye Specialist",Islamabad,28.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,99.0,Dr. Dr. Lt Col R Shahzad Saeed is a dedicated professional with a passion for patient care.,True
Dr. Muhammad Siddique,"Eye Surgeon",Chakwal,10.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Muhammad Siddique is a dedicated professional with a passion for patient care.,False
Dr. Muhammad Amjad,"Eye Surgeon",Islamabad,17.0,2100.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Muhammad Amjad is a dedicated professional with a passion for patient care.,False
Prof. Dr. Salahuddin Ahmad,"Eye Surgeon",Islamabad,33.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Prof. Dr. Salahuddin Ahmad is a dedicated professional with a passion for patient care.,True
Assoc. Prof. Dr. Ayyaz Hussain Awan,"Eye Specialist",Islamabad,32.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,93.0,Dr. Assoc. Prof. Dr. Ayyaz Hussain Awan is a dedicated professional with a passion for patient care.,True
Assoc. Prof. Dr. Surgeon Waqar Ahmad,"Eye Surgeon",Islamabad,25.0,1200.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,98.0,Dr. Assoc. Prof. Dr. Surgeon Waqar Ahmad is a dedicated professional with a passion for patient care.,True
Dr. Ali Gohar,"Eye Surgeon",Islamabad,11.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Ali Gohar is a dedicated professional with a passion for patient care.,True
Asst. Prof. Dr. Muhammad Usman Arshad,"Eye Surgeon",Islamabad,12.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Asst. Prof. Dr. Muhammad Usman Arshad is a dedicated professional with a passion for patient care.,True
Assoc. Prof. Dr. Farrah Islam,"Eye Surgeon",Islamabad,17.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Assoc. Prof. Dr. Farrah Islam is a dedicated professional with a passion for patient care.,True
Dr. Tahir Farooq,"Eye Surgeon",Islamabad,16.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Tahir Farooq is a dedicated professional with a passion for patient care.,False
Prof. Dr. Yasin Durrani,"Eye Surgeon",Islamabad,10.0,1400.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Prof. Dr. Yasin Durrani is a dedicated professional with a passion for patient care.,True
Dr. Muhammad Naqaish Sadiq,"Eye Surgeon",Islamabad,10.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Muhammad Naqaish Sadiq is a dedicated professional with a passion for patient care.,True
Prof. Dr. Inayat Ullah Khan,"Neuro Surgeon",Islamabad,30.0,5000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,96.0,Dr. Prof. Dr. Inayat Ullah Khan is a dedicated professional with a passion for patient care.,True
Prof. Dr. Sajid Nazir Bhatti,"Neuro Surgeon",Islamabad,30.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,95.0,Dr. Prof. Dr. Sajid Nazir Bhatti is a dedicated professional with a passion for patient care.,True
Assoc. Prof. Dr. Riaz Ur Rehman,"Neuro Surgeon",Islamabad,18.0,2500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,98.0,Dr. Assoc. Prof. Dr. Riaz Ur Rehman is a dedicated professional with a passion for patient care.,True
Dr. Muhammad Abbas Khan,"Neuro Surgeon",Rawalpindi,8.0,3000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,98.0,Dr. Dr. Muhammad Abbas Khan is a dedicated professional with a passion for patient care.,True
Dr. Alamgir Khan,"Neuro Surgeon",Islamabad,8.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Alamgir Khan is a dedicated professional with a passion for patient care.,False
Dr. Asim Shahzad,"Neuro Surgeon",Islamabad,7.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Asim Shahzad is a dedicated professional with a passion for patient care.,True
Dr. Wasim Anwer Mir,"Neuro Surgeon",Islamabad,14.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Wasim Anwer Mir is a dedicated professional with a passion for patient care.,False
Dr. Muhammad Farooq Sherzada,"Neuro Surgeon",Islamabad,8.0,3500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Muhammad Farooq Sherzada is a dedicated professional with a passion for patient care.,True
Prof. Dr. Syed Naeem Haider,"Neuro Surgeon",Islamabad,35.0,3000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,99.0,Dr. Prof. Dr. Syed Naeem Haider is a dedicated professional with a passion for patient care.,False
Dr. Sohaib Azhar,"Neuro Surgeon",Islamabad,5.0,600.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Sohaib Azhar is a dedicated professional with a passion for patient care.,False
Dr. Muhib Ur Rehman,"Neuro Surgeon",Islamabad,13.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Muhib Ur Rehman is a dedicated professional with a passion for patient care.,True
Dr. Niaz Ahmad Khan,"Neuro Surgeon",Islamabad,18.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,86.0,Dr. Dr. Niaz Ahmad Khan is a dedicated professional with a passion for patient care.,False
Dr. Zafar Ahmed,"Dermatologist",Karachi,27.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,97.0,Dr. Dr. Zafar Ahmed is a dedicated professional with a passion for patient care.,True
Dr. Ibnat Islam,"Dermatologist",Karachi,9.0,700.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,98.0,Dr. Dr. Ibnat Islam is a dedicated professional with a passion for patient care.,True
Dr. Khurram Mushir,"Dermatologist",Karachi,12.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,97.0,Dr. Dr. Khurram Mushir is a dedicated professional with a passion for patient care.,False
Dr. Nosheen Waheed,"Dermatologist, Cosmetologist, Aesthetic Physician",Karachi,17.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Nosheen Waheed is a dedicated professional with a passion for patient care.,False
Dr. Summaya Jamal,"Dermatologist",Karachi,8.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,97.0,Dr. Dr. Summaya Jamal is a dedicated professional with a passion for patient care.,False
Dr. Warda Amin Shaikh,"General Practitioner",Karachi,3.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Dr. Warda Amin Shaikh is a dedicated professional with a passion for patient care.,False
Dr. Syed Muhammad Rizwan,"Dermatologist",Karachi,19.0,600.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,97.0,Dr. Dr. Syed Muhammad Rizwan is a dedicated professional with a passion for patient care.,True
Dr. Naeem Iqbal,"Dermatologist",Karachi,38.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,99.0,Dr. Dr. Naeem Iqbal is a dedicated professional with a passion for patient care.,False
Dr. Anita Kazi,"Dermatologist",Karachi,7.0,3000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,99.0,Dr. Dr. Anita Kazi is a dedicated professional with a passion for patient care.,True
Dr. Zain Latif,"Dermatologist",Karachi,7.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,93.0,Dr. Dr. Zain Latif is a dedicated professional with a passion for patient care.,True
Dr. Brig Rtd Ajmal Rashid,"Dermatologist, Dermatologist",Karachi,34.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,98.0,Dr. Dr. Brig Rtd Ajmal Rashid is a dedicated professional with a passion for patient care.,False
Dr. Kinza Hussain,"Dermatologist",Karachi,3.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,97.0,Dr. Dr. Kinza Hussain is a dedicated professional with a passion for patient care.,True
Prof. Dr. Arif Herekar,"Neurologist",Karachi,39.0,3500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,95.0,Dr. Prof. Dr. Arif Herekar is a dedicated professional with a passion for patient care.,False
Dr. Kanwal,"Neurologist",No Address Available,9.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Kanwal is a dedicated professional with a passion for patient care.,True
Dr. Abdul Lateef Mian,"Neurologist",Karachi,25.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,98.0,Dr. Dr. Abdul Lateef Mian is a dedicated professional with a passion for patient care.,False
Dr. Shahid Mustafa,"Neurologist",Karachi,30.0,4000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,96.0,Dr. Dr. Shahid Mustafa is a dedicated professional with a passion for patient care.,False
Dr. Muhammad Owais Hashmat,"Neurologist",Karachi,10.0,1800.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,99.0,Dr. Dr. Muhammad Owais Hashmat is a dedicated professional with a passion for patient care.,True
Dr. Wajid Jawaid,"Neurologist",Karachi,6.0,3000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,92.0,Dr. Dr. Wajid Jawaid is a dedicated professional with a passion for patient care.,False
Dr. Mustafa Ali Raza,"Neurologist",Bahawalpur,7.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,97.0,Dr. Dr. Mustafa Ali Raza is a dedicated professional with a passion for patient care.,True
Asst. Prof. Dr. Shazia Jatoi,"Neurologist",Karachi,10.0,4000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,97.0,Dr. Asst. Prof. Dr. Shazia Jatoi is a dedicated professional with a passion for patient care.,True
Dr. Neeraj Kumar,"Neurologist",No Address Available,9.0,800.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,97.0,Dr. Dr. Neeraj Kumar is a dedicated professional with a passion for patient care.,False
Dr. Inder Kumar Chughwani,"Neurologist",Karachi,30.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,99.0,Dr. Dr. Inder Kumar Chughwani is a dedicated professional with a passion for patient care.,True
Dr. Dileep Kumaar,"Neurologist",Karachi,15.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Dileep Kumaar is a dedicated professional with a passion for patient care.,True
Dr. Muhammad Rizwan Sheikh,"Neurologist",Karachi,21.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Muhammad Rizwan Sheikh is a dedicated professional with a passion for patient care.,True
Asst. Prof. Dr. Erum Memon,"Gynecologist",Karachi,15.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,99.0,Dr. Asst. Prof. Dr. Erum Memon is a dedicated professional with a passion for patient care.,False
Dr. Bhawna,"Gynecologist",Karachi,12.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Bhawna is a dedicated professional with a passion for patient care.,False
Dr. Nazifa Mubashir,"Gynecologist",Karachi,15.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,98.0,Dr. Dr. Nazifa Mubashir is a dedicated professional with a passion for patient care.,False
Dr. Azra Shamsi,"Gynecologist",Karachi,31.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,97.0,Dr. Dr. Azra Shamsi is a dedicated professional with a passion for patient care.,True
Dr. Nadia Nawaz,"Gynecologist",Karachi,12.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Nadia Nawaz is a dedicated professional with a passion for patient care.,False
Dr. Shabeen Naz Masood,"Gynecologist",Karachi,36.0,2500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,96.0,Dr. Dr. Shabeen Naz Masood is a dedicated professional with a passion for patient care.,True
Dr. Eruj Saleem,"Gynecologist",No Address Available,11.0,500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,91.0,Dr. Dr. Eruj Saleem is a dedicated professional with a passion for patient care.,True
Dr. Kanwal Zehra Zaidi,"Gynecologist",Karachi,21.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,96.0,Dr. Dr. Kanwal Zehra Zaidi is a dedicated professional with a passion for patient care.,False
Assoc. Prof. Dr. Nasreen Fatima,"Gynecologist",Karachi,21.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,94.0,Dr. Assoc. Prof. Dr. Nasreen Fatima is a dedicated professional with a passion for patient care.,False
Dr. Summiya Manzoor,"Gynecologist",Karachi,14.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,100.0,Dr. Dr. Summiya Manzoor is a dedicated professional with a passion for patient care.,True
Dr. Shahida Shahid,"Gynecologist",Karachi,20.0,1000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,96.0,Dr. Dr. Shahida Shahid is a dedicated professional with a passion for patient care.,False
Asst. Prof. Dr. Sajida Imran,"Gynecologist",Karachi,17.0,1200.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,95.0,Dr. Asst. Prof. Dr. Sajida Imran is a dedicated professional with a passion for patient care.,False
Dr. Muhammad Shoaib Mithani,"Urologist, Sexologist, Andrologist",Karachi,20.0,1400.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,98.0,Dr. Dr. Muhammad Shoaib Mithani is a dedicated professional with a passion for patient care.,True
Dr. Muhammad Imran Malik,"Urologist",Karachi,8.0,700.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,95.0,Dr. Dr. Muhammad Imran Malik is a dedicated professional with a passion for patient care.,False
Prof. Dr. Shahzad Ali,"Urologist, Sexologist, Andrologist",Karachi,30.0,3500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,98.0,Dr. Prof. Dr. Shahzad Ali is a dedicated professional with a passion for patient care.,False
Dr. Sana Hussain,"Urologist",Karachi,10.0,2000.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,99.0,Dr. Dr. Sana Hussain is a dedicated professional with a passion for patient care.,False
Dr. Feroze Ahmed Mahar,"Urologist",Karachi,20.0,1500.0,https://i.pinimg.com/736x/06/b1/85/06b185e5b2322f1ab0557db59b554cd5.jpg,97.0,Dr. Dr. Feroze Ahmed Mahar is a dedicated professional with a passion for patient care.,False
